id,host id,host_identity_verified,host name,neighbourhood group,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,review rate number,calculated host listings count,availability 365
1237720,21048079300,unconfirmed,Julia,Brooklyn,FALSE,moderate,Entire home/apt,2014,$226 ,$45 ,,52,4/27/2019,5,1,198
1238273,93401226028,verified,Julia,Manhattan,TRUE,strict,Entire home/apt,2022,"$1,101 ",$220 ,,74,6/16/2019,2,2,143
1238825,16135561331,verified,Freddie,Manhattan,FALSE,moderate,Entire home/apt,,$954 ,$191 ,3,18,5/31/2013,5,1,293
1239377,37125469770,verified,Amanda,Brooklyn,TRUE,flexible,Entire home/apt,,$233 ,$47 ,2,72,05/11/2019,4,1,285
1239930,47984042268,unconfirmed,Nicholas,Manhattan,TRUE,moderate,Entire home/apt,,"$1,032 ",$206 ,5,191,6/29/2019,2,1,245
1240482,89286069468,verified,Fenton,Manhattan,TRUE,strict,Entire home/apt,,"$1,123 ",$225 ,4,0,,1,1,358
1241034,10971876811,unconfirmed,Darcy,Bronx,TRUE,moderate,Entire home/apt,2010,$811 ,$162 ,1,197,6/23/2019,5,1,132
1241587,69167978555,unconfirmed,Albert,Manhattan,FALSE,strict,Entire home/apt,2019,$935 ,$187 ,4,19,07/06/2019,5,1,327
1242139,95697755445,unconfirmed,Marcus,Queens,TRUE,flexible,Entire home/apt,2016,$465 ,$93 ,1,414,07/03/2019,5,1,325
1242691,6842214402,unconfirmed,Haris,Brooklyn,FALSE,moderate,Private room,2012,$256 ,$51 ,2,8,12/11/2018,3,4,331
1243243,85374559998,verified,Luke,Brooklyn,TRUE,flexible,Entire home/apt,2005,$716 ,$143 ,2,0,,3,1,378
1243796,25500353504,verified,Miranda,Manhattan,FALSE,flexible,Private room,2007,"$1,196 ",$239 ,7,25,02/12/2019,5,1,283
1244348,39254540312,unconfirmed,Melissa,Manhattan,TRUE,moderate,Private room,2003,$448 ,$90 ,3,119,5/28/2019,1,5,114
1244900,81186886194,verified,Adelaide,Manhattan,FALSE,moderate,Entire home/apt,2021,$920 ,$184 ,-12,203,07/06/2019,5,3,77
1245453,14904883782,unconfirmed,Aida,Queens,TRUE,strict,Private room,2017,$805 ,$161 ,40,53,11/16/2018,1,3,376
1246005,77788716550,verified,Lenny,Brooklyn,FALSE,flexible,Entire home/apt,2008,$859 ,$172 ,2,104,6/16/2019,2,1,211
1246557,35414988368,unconfirmed,Walter,Manhattan,FALSE,moderate,Private room,2008,$691 ,$138 ,3,175,6/28/2019,3,1,256
1247110,58292705877,unconfirmed,Sawyer,Manhattan,TRUE,flexible,Private room,2006,$693 ,$139 ,3,38,05/08/2018,4,3,145
1247662,40716509666,verified,Kevin,Brooklyn,TRUE,strict,Entire home/apt,2010,$747 ,$149 ,45,39,05/02/2019,5,1,112
1248214,25614229826,verified,Penelope,Brooklyn,FALSE,flexible,Entire home/apt,2020,$906 ,$181 ,31,88,6/16/2019,3,1,296
1248766,17302896128,unconfirmed,Lucia,,FALSE,moderate,Private room,2013,$999 ,$200 ,1,27,10/08/2017,1,4,181
1249319,49315683762,verified,Heather,Brooklyn,FALSE,flexible,Entire home/apt,2022,$252 ,$50 ,5,117,6/29/2019,5,1,47
1249871,51816754540,verified,Fenton,Brooklyn,FALSE,moderate,Private room,2017,$718 ,$144 ,3,43,5/20/2019,2,2,130
1250423,63433096145,verified,Evelyn,Brooklyn,TRUE,strict,Entire home/apt,2015,$120 ,$24 ,5,4,3/13/2015,3,1,106
1250976,41755426035,unconfirmed,Bruce,Brooklyn,FALSE,strict,Entire home/apt,2011,"$1,161 ",$232 ,2,385,6/29/2019,5,1,97
1251528,44376708665,unconfirmed,Aldus,Brooklyn,TRUE,strict,Private room,2014,$407 ,$81 ,1,64,07/01/2019,1,3,368
1252080,43465301578,verified,Gianna,Brooklyn,TRUE,moderate,Private room,2017,$857 ,$171 ,1,39,6/24/2019,5,3,193
1252633,42275596201,unconfirmed,Kirsten,Manhattan,FALSE,flexible,Private room,2004,$839 ,$168 ,2,37,07/03/2019,2,1,362
1253185,61131560985,verified,Freddie,Manhattan,TRUE,flexible,Entire home/apt,2021,"$1,126 ",$225 ,3,10,01/01/2019,5,1,100
1253737,65849605461,verified,Adam,Manhattan,TRUE,strict,Entire home/apt,2020,$166 ,$33 ,2,103,6/24/2019,2,1,248
1254289,90186098837,verified,Honey,Queens,FALSE,moderate,Private room,2004,$330 ,$66 ,40,41,06/01/2019,2,3,400
1254842,83903389887,verified,Eleanor,Brooklyn,FALSE,flexible,Private room,2018,$225 ,$45 ,6,3,8/31/2014,5,1,231
1255394,64685280889,unconfirmed,Lydia,Manhattan,TRUE,strict,Entire home/apt,2010,$839 ,$168 ,3,227,6/26/2019,3,1,399
1255946,47032262131,unconfirmed,Sydney,Brooklyn,FALSE,moderate,Entire home/apt,,$687 ,$137 ,5,37,12/27/2018,5,1,297
1256499,64691515953,verified,Julia,Brooklyn,FALSE,moderate,Entire home/apt,,$293 ,$59 ,2,29,6/28/2019,2,1,-4
1257051,62654081415,unconfirmed,Adam,Brooklyn,TRUE,strict,Private room,,$814 ,$163 ,3,205,12/31/2017,5,3,199
1257603,21976510866,,Rafael,Manhattan,FALSE,flexible,Entire home/apt,,$698 ,$140 ,5,42,06/03/2019,5,2,10
1258156,87134189711,,Alan,,TRUE,strict,Entire home/apt,,$515 ,$103 ,2,280,07/05/2019,1,3,94
1258708,60141836267,,Melanie,Brooklyn,TRUE,strict,Private room,,"$1,124 ",$225 ,4,86,06/08/2019,1,3,228
1259260,58284792631,,Stella,Manhattan,TRUE,strict,Private room,2020,$817 ,$163 ,2,54,6/16/2019,1,1,70
1259812,52707584632,,Ryan,Brooklyn,FALSE,strict,Entire home/apt,2013,$52 ,$10 ,7,7,8/29/2018,5,1,315
1260365,83966982530,,Paul,Manhattan,FALSE,moderate,Private room,2005,"$1,198 ",$240 ,5,57,01/01/2019,5,2,84
1260917,78440704783,,Gianna,Queens,TRUE,strict,Private room,2008,$613 ,$123 ,44,31,05/01/2019,5,3,75
1261469,40890787484,,Heather,Manhattan,TRUE,moderate,Entire home/apt,2004,$961 ,$192 ,,188,8/23/2018,3,1,388
1262022,45447948206,verified,Alexander,Brooklyn,TRUE,moderate,Private room,2004,"$1,111 ",$222 ,,480,07/07/2019,2,1,319
1262574,60243935879,unconfirmed,Sarah,Manhattan,TRUE,strict,Private room,2016,$409 ,$82 ,398,34,6/15/2019,1,1,182
1263126,91037237183,verified,Ashton,Brooklyn,FALSE,flexible,Entire home/apt,2016,$572 ,$114 ,,6,08/08/2015,3,1,164
1263679,25763359778,unconfirmed,Sarah,Manhattan,TRUE,flexible,Entire home/apt,2008,$413 ,$83 ,,3,5/13/2018,5,2,266
1264231,19341139444,unconfirmed,Richard,Brooklyn,FALSE,flexible,Entire home/apt,2008,$455 ,$91 ,,2,8/31/2014,4,1,-4
1264783,87560538920,unconfirmed,Maya,Brooklyn,TRUE,moderate,Private room,2020,$563 ,$113 ,,20,8/24/2018,2,6,-6
1265335,89878315253,unconfirmed,Alen,Manhattan,TRUE,strict,Entire home/apt,2022,$410 ,$82 ,-2,129,06/07/2019,2,1,381
1265888,11984398378,unconfirmed,Dainton,Manhattan,FALSE,moderate,Entire home/apt,2021,$229 ,$46 ,3,147,6/30/2019,5,1,253
1266440,69029062217,unconfirmed,Jessica,Brooklyn,FALSE,moderate,Entire home/apt,2017,"$1,060 ",$212 ,28,101,07/01/2019,4,1,53
1266992,15494932228,verified,Lana,Manhattan,FALSE,moderate,Entire home/apt,2006,"$1,046 ",$209 ,2,11,01/02/2016,4,2,191
1267545,1640832963,verified,Valeria,Manhattan,FALSE,strict,Entire home/apt,2010,$114 ,$23 ,65,11,10/15/2013,4,1,414
1268097,13746585241,verified,Adelaide,Manhattan,FALSE,flexible,Private room,,$721 ,$144 ,2,41,6/16/2040,3,2,47
1268649,98531770068,unconfirmed,Olivia,Brooklyn,FALSE,flexible,Entire home/apt,,$146 ,$29 ,2,87,4/18/2017,2,1,71
1269202,4478636950,unconfirmed,Evelyn,Bronx,FALSE,moderate,Private room,,$101 ,$20 ,4,117,5/21/2019,,1,98
1269754,51790975679,unconfirmed,Alan,Brooklyn,TRUE,strict,Entire home/apt,,$723 ,$145 ,2,86,5/16/2019,,2,408
1270306,7445813909,unconfirmed,Antony,Brooklyn,TRUE,flexible,Entire home/apt,2021,$762 ,$152 ,7,0,,,2,159
1270858,91709093046,verified,Eddy,,FALSE,strict,Entire home/apt,2007,"$1,133 ",$227 ,2,15,2/15/2016,,1,326
1271411,88429217001,verified,Maria,Brooklyn,FALSE,moderate,Private room,2017,$277 ,$55 ,2,35,07/02/2019,,2,389
1271963,80917711958,verified,Julian,Manhattan,TRUE,moderate,Private room,2016,$424 ,$85 ,2,17,10/01/2015,3,2,-9
1272515,84473709196,verified,Lucia,Manhattan,FALSE,flexible,Private room,2016,$435 ,$87 ,3,3,2/15/2016,4,2,9
1273068,95738430033,verified,Rebecca,,FALSE,strict,Private room,2016,$945 ,$189 ,5,43,01/03/2018,3,2,147
1273620,88013998883,verified,Daniel,Manhattan,TRUE,flexible,Shared room,2019,$67 ,$13 ,3,168,07/06/2019,5,1,345
1274172,60622441965,verified,Edwin,Brooklyn,TRUE,strict,Private room,2012,$590 ,$118 ,3,241,6/24/2019,4,1,186
1274725,44367748174,verified,Albert,Manhattan,FALSE,flexible,Entire home/apt,2016,$365 ,$73 ,2,105,6/23/2019,3,1,248
1275277,84893152286,unconfirmed,Adison,Brooklyn,TRUE,strict,Entire home/apt,2011,$314 ,$63 ,2,11,10/28/2018,2,1,187
1275829,96286267716,verified,Walter,Manhattan,TRUE,moderate,Entire home/apt,2003,"$1,139 ",$228 ,30,30,05/05/2018,4,11,400
1276381,17180989319,verified,Ted,Brooklyn,FALSE,moderate,Entire home/apt,2009,$638 ,$128 ,3,31,10/23/2018,1,1,70
1276934,17802908936,verified,Kate,Manhattan,FALSE,moderate,Private room,2014,"$1,051 ",$210 ,4,49,05/07/2019,1,2,268
1277486,58444192906,unconfirmed,Ned,Brooklyn,FALSE,flexible,Entire home/apt,2015,$164 ,$33 ,4,23,4/13/2019,3,1,209
1278038,26436280092,verified,Chelsea,Brooklyn,TRUE,strict,Entire home/apt,2020,$586 ,$117 ,2,20,6/24/2019,5,2,247
1278591,29253854739,verified,Cherry,Manhattan,FALSE,strict,Entire home/apt,2022,$828 ,$166 ,10,18,6/24/2019,5,1,
1279143,46404652822,unconfirmed,Honey,Manhattan,TRUE,flexible,Entire home/apt,2005,$600 ,$120 ,6,90,6/23/2019,3,1,
1279695,58667832089,verified,Annabella,Manhattan,TRUE,moderate,Private room,2011,$700 ,$140 ,2,99,6/27/2019,5,1,
1280248,70418022717,verified,Lucia,Manhattan,TRUE,strict,Entire home/apt,2006,$623 ,$125 ,1,6,6/28/2019,5,3,
1280800,4056781803,verified,Steven,Queens,TRUE,moderate,Entire home/apt,2015,"$1,135 ",$227 ,30,21,12/01/2018,5,8,
1281352,84486431830,verified,Adelaide,Queens,FALSE,strict,Entire home/apt,2013,$331 ,$66 ,30,24,04/04/2019,5,8,
1281904,26719503238,verified,James,Manhattan,FALSE,flexible,Entire home/apt,2014,$271 ,$54 ,2,111,06/02/2019,3,1,
1282457,30563131860,unconfirmed,Kimberly,Manhattan,FALSE,strict,Entire home/apt,2014,$217 ,$43 ,2,86,6/20/2019,1,1,
1283009,75745621560,unconfirmed,Maximilian,Manhattan,FALSE,moderate,Entire home/apt,2020,$613 ,$123 ,15,66,4/29/2019,5,2,
1283561,25554233693,unconfirmed,Alford,Bronx,FALSE,strict,Entire home/apt,2008,$73 ,$15 ,2,271,6/20/2019,1,2,
1284114,45711651598,unconfirmed,Lana,Brooklyn,TRUE,flexible,Private room,2008,"$1,057 ",$211 ,2,227,6/18/2019,5,1,19
1284666,50368029517,unconfirmed,Henry,Brooklyn,TRUE,flexible,Private room,2005,$546 ,$109 ,4,80,07/06/2019,3,1,88
1285218,55683633907,unconfirmed,Reid,Manhattan,TRUE,moderate,Private room,2004,$88 ,$18 ,30,5,12/03/2018,5,1,62
1285771,64185966058,unconfirmed,Miley,Brooklyn,FALSE,strict,Entire home/apt,2012,$833 ,$167 ,2,187,06/10/2019,3,2,420
1286323,82992556236,verified,Kevin,Manhattan,,,Entire home/apt,2018,,$83 ,1,2,8/28/2015,2,1,256
1286875,30603782652,unconfirmed,Lucas,Brooklyn,,,Entire home/apt,2005,,$130 ,6,1,01/01/2016,5,1,266
1287427,74260924259,unconfirmed,Spike,Brooklyn,,,Entire home/apt,2019,$869 ,$174 ,3,67,10/20/2018,1,1,18
1287980,65125319788,verified,Tess,Manhattan,,,Entire home/apt,2003,$931 ,$186 ,1,63,01/12/2018,1,1,349
1288532,48327323941,unconfirmed,Sydney,Manhattan,,,Private room,2007,$781 ,$156 ,1,89,07/01/2019,1,1,404
1289084,20510598547,verified,Adrian,Manhattan,FALSE,moderate,Private room,2011,$440 ,$88 ,4,1,4/20/2014,3,1,398
1289637,9750353852,unconfirmed,Emma,Brooklyn,TRUE,moderate,Entire home/apt,2011,"$1,181 ",$236 ,3,177,6/29/2019,2,1,145
1290189,57100781847,verified,Leonardo,Brooklyn,FALSE,flexible,Entire home/apt,2010,$923 ,$185 ,4,90,6/30/2019,3,1,45
1290741,11373673042,verified,Cadie,Manhattan,TRUE,flexible,Entire home/apt,2014,$858 ,$172 ,7,39,07/07/2019,2,1,369
1291294,2631536622,verified,Carlos,Brooklyn,FALSE,moderate,Entire home/apt,2022,$413 ,$83 ,-3,42,5/18/2019,5,1,292
1291846,42425649793,unconfirmed,Victoria,Brooklyn,TRUE,strict,Entire home/apt,2013,$972 ,$194 ,3,33,05/08/2019,1,1,214
1292398,72815720692,verified,Cherry,Brooklyn,TRUE,strict,Entire home/apt,2005,$346 ,$69 ,3,179,5/29/2019,5,1,114
1292950,7807627593,verified,Oliver,Manhattan,FALSE,flexible,Private room,2010,$152 ,$30 ,3,81,3/28/2019,4,2,171
1293503,86417259099,verified,Derek,Manhattan,FALSE,moderate,Private room,2021,$619 ,$124 ,28,43,6/29/2019,5,2,-4
1294055,37330490857,unconfirmed,Ellia,Brooklyn,FALSE,strict,Private room,2003,$557 ,$111 ,30,52,10/31/2018,4,1,228
1294607,87906989685,unconfirmed,Amelia,Queens,TRUE,strict,Private room,2010,$177 ,$35 ,2,160,6/25/2019,2,1,301
1295160,93706332442,verified,Wilson,Manhattan,FALSE,flexible,Entire home/apt,2020,$836 ,$167 ,6,23,5/21/2018,1,2,129
1295712,6732487792,unconfirmed,Charlotte,Manhattan,FALSE,strict,Private room,2007,$181 ,$36 ,6,35,6/18/2017,4,1,210
1296264,23750762173,unconfirmed,Stella,Manhattan,TRUE,flexible,Private room,2010,$913 ,$183 ,1,225,06/12/2019,5,1,146
1296817,78673339212,unconfirmed,Gianna,Brooklyn,FALSE,moderate,Private room,2014,$556 ,$111 ,1,401,07/04/2019,4,2,313
1297369,21949521987,verified,Honey,Brooklyn,TRUE,moderate,Private room,2016,$67 ,$13 ,1,72,6/17/2019,2,2,292
1297921,50673259142,verified,Robert,Brooklyn,FALSE,moderate,Private room,2003,$253 ,$51 ,1,46,12/30/2018,5,1,30
1298473,11495306456,unconfirmed,Owen,Brooklyn,TRUE,strict,Entire home/apt,,$348 ,$70 ,3,83,6/23/2019,2,1,365
1299026,62503354771,unconfirmed,Valeria,Brooklyn,FALSE,flexible,Private room,,$951 ,$190 ,1,211,6/15/2019,2,2,269
1299578,61982519804,verified,Aiden,Brooklyn,TRUE,strict,Entire home/apt,,$832 ,$166 ,5,15,6/14/2015,4,1,10
1300130,39419757512,unconfirmed,Eric,Manhattan,FALSE,flexible,Entire home/apt,,$652 ,$130 ,1,122,6/23/2019,4,1,53
1300683,70579548744,verified,Brianna,Manhattan,FALSE,strict,Private room,,$175 ,$35 ,2,295,06/12/2019,4,2,70
1301235,21749225637,verified,Antony,Brooklyn,FALSE,flexible,Entire home/apt,2021,$710 ,$142 ,3,207,07/07/2019,4,1,97
1301787,30766376884,verified,William,Manhattan,FALSE,moderate,Private room,2005,$783 ,$157 ,3,50,3/30/2019,3,2,95
1302340,4576319543,verified,Arthur,Brooklyn,FALSE,flexible,Private room,2014,$760 ,$152 ,2,273,6/24/2019,3,1,373
1302892,52116404539,unconfirmed,Jacob,Manhattan,FALSE,flexible,Shared room,2015,$910 ,$182 ,1,0,,1,1,124
1303444,6825076306,verified,Arnold,Manhattan,TRUE,strict,Entire home/apt,2013,$749 ,$150 ,30,25,4/30/2018,4,1,67
1303996,93646573118,unconfirmed,Miller,Brooklyn,TRUE,strict,Entire home/apt,2021,$565 ,$113 ,4,105,05/11/2019,1,1,43
1304549,90486023278,unconfirmed,Grace,Brooklyn,FALSE,flexible,Private room,2021,$567 ,$113 ,4,72,12/26/2016,5,3,402
1305101,53314442143,verified,Dale,Manhattan,FALSE,flexible,Entire home/apt,2004,$825 ,$165 ,,8,9/18/2016,3,1,179
1305653,93545191438,unconfirmed,Rebecca,Brooklyn,TRUE,strict,Entire home/apt,2020,$458 ,$92 ,,58,06/04/2019,1,6,340
1306206,15097695403,verified,Thomas,Brooklyn,FALSE,strict,Private room,2003,$120 ,$24 ,,8,9/17/2015,4,1,322
1306758,45534966158,unconfirmed,Ned,Manhattan,TRUE,flexible,Private room,2019,$613 ,$123 ,,172,07/02/2019,5,2,63
1307310,64786057639,verified,Preston,Manhattan,TRUE,flexible,Private room,2021,$704 ,$141 ,,330,6/20/2019,4,1,420
1307863,90004732073,verified,Alissa,Brooklyn,TRUE,moderate,Entire home/apt,2022,$644 ,$129 ,3,123,06/11/2019,2,1,236
1308415,91197402849,verified,Sofia,Brooklyn,FALSE,strict,Private room,2021,$500 ,$100 ,2,55,4/30/2019,1,1,85
1308967,61294358575,verified,Garry,Brooklyn,FALSE,strict,Entire home/apt,2021,"$1,114 ",$223 ,4,87,07/03/2019,4,1,75
1309519,76341955125,verified,Sydney,Bronx,FALSE,moderate,Private room,2021,$581 ,$116 ,3,258,6/25/2019,1,2,130
1310072,72611787863,verified,Charlotte,Brooklyn,FALSE,moderate,Entire home/apt,2016,$353 ,$71 ,2,4,8/27/2018,4,1,240
1310624,29998285923,unconfirmed,Robert,Brooklyn,TRUE,moderate,Entire home/apt,2012,$680 ,$136 ,14,31,5/26/2019,4,1,425
1311176,97069047757,verified,Luke,Brooklyn,TRUE,moderate,Entire home/apt,2007,$441 ,$88 ,4,128,11/15/2016,2,2,-8
1311729,64293042107,verified,Sienna,Brooklyn,FALSE,flexible,Entire home/apt,2022,$357 ,$71 ,3,14,8/31/2015,5,1,138
1312281,51579822752,verified,Joyce,Brooklyn,TRUE,strict,Entire home/apt,2005,$128 ,$26 ,3,30,6/24/2019,1,3,397
1312833,14374445699,verified,Victor,Queens,FALSE,strict,Private room,2009,$924 ,$185 ,28,258,5/28/2019,2,1,251
1313386,14322825094,unconfirmed,Dexter,Brooklyn,FALSE,strict,Entire home/apt,2009,$186 ,$37 ,3,228,4/25/2018,4,3,324
1313938,77437300795,unconfirmed,Alisa,Manhattan,FALSE,strict,Entire home/apt,2007,$844 ,$169 ,1,,07/01/2019,3,1,85
1314490,40255071280,verified,Alberta,Manhattan,TRUE,flexible,Private room,2011,$80 ,$16 ,90,9,6/30/2019,3,1,93
1315042,12030485520,verified,Vanessa,Manhattan,FALSE,moderate,Entire home/apt,2005,$709 ,$142 ,2,179,6/19/2019,2,1,66
1315595,42273759988,verified,Charlotte,Brooklyn,FALSE,moderate,Entire home/apt,2022,$473 ,$95 ,7,9,6/23/2016,2,1,264
1316147,89270309898,verified,Carlos,Brooklyn,FALSE,flexible,Private room,2015,$466 ,$93 ,1,1,4/21/2019,1,1,375
1316699,20886452914,unconfirmed,Lilianna,Manhattan,TRUE,strict,Private room,2021,$228 ,$46 ,30,25,8/29/2018,1,1,103
1317252,72246290898,unconfirmed,Max,Staten Island,TRUE,flexible,Private room,2012,$629 ,$126 ,2,2,02/08/2018,1,1,91
1317804,25728158980,verified,Victor,Brooklyn,FALSE,strict,Private room,2014,$520 ,$104 ,3,152,6/25/2019,1,3,380
1318356,69724697185,unconfirmed,Vincent,Queens,TRUE,strict,Entire home/apt,2012,$476 ,$95 ,30,24,3/31/2019,3,8,259
1318909,86633710982,unconfirmed,Arthur,Manhattan,TRUE,strict,Entire home/apt,2014,$892 ,$178 ,2,45,4/22/2019,4,3,4
1319461,3824109768,verified,Paul,Brooklyn,FALSE,moderate,Entire home/apt,2003,$523 ,$105 ,30,7,11/14/2018,4,1,267
1320013,61656429942,verified,Alan,Manhattan,TRUE,flexible,Private room,2010,$145 ,$29 ,7,19,06/03/2019,5,1,231
1320565,66943915679,unconfirmed,Kirsten,Brooklyn,FALSE,moderate,Entire home/apt,2006,$464 ,$93 ,1,24,1/19/2019,2,1,384
1321118,84123073098,unconfirmed,Tiana,Brooklyn,TRUE,flexible,Entire home/apt,2007,$977 ,$195 ,4,8,10/14/2017,4,2,
1321670,82631426580,verified,Daniel,Manhattan,TRUE,moderate,Entire home/apt,2016,$970 ,$194 ,1,29,06/03/2015,2,2,
1322222,32475577740,verified,Miley,Manhattan,FALSE,strict,Entire home/apt,2004,$934 ,$187 ,1,14,7/20/2015,5,2,
1322775,55642739744,unconfirmed,Lucia,Manhattan,FALSE,strict,Private room,2013,$898 ,$180 ,1,33,5/25/2019,5,1,
1323327,85908089774,unconfirmed,Alina,Manhattan,FALSE,strict,Private room,2007,$275 ,$55 ,4,99,2/28/2019,3,1,
1323879,24873888478,verified,Amelia,Brooklyn,FALSE,strict,Private room,2003,$423 ,$85 ,3,59,01/05/2017,5,3,
1324432,49547130622,verified,Sam,Manhattan,TRUE,moderate,Entire home/apt,2017,$379 ,$76 ,3,142,6/16/2019,1,1,
1324984,84021843835,unconfirmed,Aldus,Manhattan,TRUE,strict,Private room,2006,$727 ,$145 ,2,0,,5,1,
1325536,37617298944,verified,Ashton,Brooklyn,TRUE,moderate,Entire home/apt,2004,$725 ,$145 ,29,22,3/15/2019,4,1,
1326088,52485385239,unconfirmed,Paul,Manhattan,FALSE,strict,Private room,2020,"$1,102 ",$220 ,3,82,5/21/2019,5,2,
1326641,33952991254,verified,Jacob,Brooklyn,FALSE,strict,Private room,2003,$793 ,$159 ,2,23,9/15/2018,1,6,
1327193,44159058624,unconfirmed,Maria,Manhattan,FALSE,flexible,Entire home/apt,2006,$200 ,$40 ,4,32,05/08/2019,4,1,
1327745,86350704637,unconfirmed,Amy,Brooklyn,FALSE,strict,Entire home/apt,2017,$921 ,$184 ,5,24,6/23/2019,2,1,
1328298,97765256955,verified,Alisa,Manhattan,FALSE,flexible,Private room,2006,$70 ,$14 ,1,59,10/26/2018,2,2,
1328850,81745064262,verified,Heather,Manhattan,TRUE,flexible,Private room,2017,$230 ,$46 ,55,6,01/02/2015,5,2,
1329402,24038577247,verified,Connie,Brooklyn,TRUE,moderate,Entire home/apt,2009,$396 ,$79 ,4,18,07/05/2018,4,1,325
1329955,57412920877,verified,Abraham,Manhattan,,,Entire home/apt,2010,"$1,104 ",$221 ,4,3,12/26/2018,4,1,1
1330507,9899986845,unconfirmed,Sienna,Brooklyn,,,Private room,2021,$830 ,$166 ,3,115,07/05/2019,5,3,144
1331059,50967627357,verified,David,Brooklyn,,,Private room,2005,$608 ,$122 ,3,154,6/19/2019,1,2,378
1331611,32729811162,unconfirmed,Edgar,Brooklyn,,,Private room,2020,$576 ,$115 ,1,164,07/01/2019,4,11,47
1332164,59272298800,unconfirmed,Audrey,Staten Island,,,Entire home/apt,2003,$675 ,$135 ,6,76,6/13/2019,5,1,253
1332716,57211550677,verified,Julia,Brooklyn,,,Entire home/apt,2012,$747 ,$149 ,3,116,6/30/2019,3,2,150
1333268,24025629258,unconfirmed,Vanessa,Brooklyn,,,Entire home/apt,2014,$805 ,$161 ,3,234,6/30/2019,1,4,265
1333821,76723251474,unconfirmed,Arnold,Manhattan,,,Entire home/apt,,$574 ,$115 ,2,120,6/24/2019,2,1,271
1334373,45317219946,unconfirmed,Maddie,Brooklyn,,,Entire home/apt,,$52 ,$10 ,4,82,5/18/2019,2,1,248
1334925,55328430242,verified,Melissa,Manhattan,,,Entire home/apt,2004,$694 ,$139 ,3,13,5/26/2019,1,1,221
1335478,39482467591,unconfirmed,Alberta,Manhattan,TRUE,flexible,Private room,2007,$119 ,$24 ,30,59,6/24/2019,3,1,211
1336030,7038185116,unconfirmed,Lucia,Brooklyn,TRUE,flexible,Entire home/apt,2012,$244 ,$49 ,7,63,6/26/2019,1,1,162
1336582,83104436080,verified,Haris,Manhattan,TRUE,strict,Private room,2017,$697 ,$139 ,2,52,8/14/2018,1,1,122
1337134,23200972509,verified,Walter,Manhattan,FALSE,moderate,Private room,2018,$196 ,$39 ,1,278,07/03/2019,2,3,341
1337687,68755138519,verified,Carina,Brooklyn,FALSE,strict,Entire home/apt,2009,$510 ,$102 ,5,1,02/02/2022,1,1,411
1338239,72187940416,unconfirmed,Tara,Brooklyn,FALSE,strict,Entire home/apt,2017,"$1,159 ",$232 ,2,35,06/09/2019,4,1,7
1338791,29241866652,verified,Frederick,Bronx,TRUE,flexible,Private room,2006,$361 ,$72 ,5,235,6/29/2019,2,2,29
1339344,83083674415,unconfirmed,Ryan,Manhattan,TRUE,strict,Entire home/apt,2015,"$1,090 ",$218 ,28,115,6/30/2019,5,2,265
1339896,84560895335,verified,Carter,Manhattan,TRUE,moderate,Private room,2004,$486 ,$97 ,1,109,10/02/2015,2,1,116
1340448,40808841464,unconfirmed,Roberts,Manhattan,FALSE,flexible,Private room,2005,$588 ,$118 ,5,1,07/09/2013,4,1,392
1341001,15617572514,unconfirmed,Miller,Brooklyn,FALSE,flexible,Entire home/apt,2004,$779 ,$156 ,3,305,6/27/2019,3,1,175
1341553,19551160805,unconfirmed,Hill,Manhattan,FALSE,strict,Entire home/apt,2007,"$1,114 ",$223 ,1,102,6/18/2019,4,1,267
1342105,71629081994,verified,Brooks,Manhattan,FALSE,moderate,Entire home/apt,2017,$676 ,$135 ,30,83,5/31/2019,3,1,303
1342657,30940457021,unconfirmed,Cole,Queens,FALSE,moderate,Private room,2006,$674 ,$135 ,1,19,7/31/2018,1,1,420
1343210,58009803783,unconfirmed,Ross,Manhattan,TRUE,strict,Private room,2015,$578 ,$116 ,2,61,5/18/2019,3,1,233
1343762,30116882477,unconfirmed,Jones,Manhattan,TRUE,flexible,Entire home/apt,2009,"$1,025 ",$205 ,5,89,6/30/2019,1,1,336
1344314,41389421098,unconfirmed,Hunt,Queens,TRUE,moderate,Private room,2016,"$1,112 ",$222 ,30,65,7/31/2017,1,3,-6
1344867,66779377123,unconfirmed,Watson,Brooklyn,FALSE,strict,Entire home/apt,2003,"$1,067 ",$213 ,1,40,6/16/2019,3,1,69
1345419,53354982147,unconfirmed,Gibson,Manhattan,FALSE,flexible,Private room,2003,$488 ,$98 ,30,80,4/26/2019,5,2,16
1345971,21547822804,unconfirmed,Cole,Manhattan,FALSE,moderate,Entire home/apt,2019,$417 ,$83 ,30,136,6/19/2019,4,1,272
1346524,57305994679,unconfirmed,Davis,Manhattan,FALSE,moderate,Entire home/apt,2010,$613 ,$123 ,3,100,5/28/2018,5,1,119
1347076,92730001582,unconfirmed,Jones,Brooklyn,TRUE,moderate,Entire home/apt,2014,"$1,105 ",$221 ,2,125,07/06/2019,4,3,419
1347628,87635804876,unconfirmed,Parker,Brooklyn,FALSE,flexible,Entire home/apt,2022,$968 ,$194 ,5,40,4/14/2019,2,1,367
1348180,41629003262,verified,Brooks,Manhattan,FALSE,moderate,Entire home/apt,2011,"$1,166 ",$233 ,4,0,,5,1,-4
